ERROR NR.:      1925; MESS:Unknown member SEEKLAUSEND.; CODE:RETURN thisform.seeklausend.journalid; PROC:unload; LINE:         1; ALIAS:COMDOKPROP recno: 124; VERSIA:; KPV:29.08.2024 15:12:42;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:21.11.2024 16:39:16;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 557; VERSIA:; KPV:21.11.2024 16:39:16;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 558; VERSIA:; KPV:21.11.2024 16:39:16;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:21.11.2024 16:39:16;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 561; VERSIA:; KPV:21.11.2024 16:39:16;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:21.11.2024 16:47:35;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 557; VERSIA:; KPV:21.11.2024 16:47:35;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 558; VERSIA:; KPV:21.11.2024 16:47:35;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:21.11.2024 16:47:35;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 561; VERSIA:; KPV:21.11.2024 16:47:35;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:21.11.2024 16:50:49;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 557; VERSIA:; KPV:21.11.2024 16:50:49;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 558; VERSIA:; KPV:21.11.2024 16:50:49;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:21.11.2024 16:50:49;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 561; VERSIA:; KPV:21.11.2024 16:50:49;
ERROR NR.:        31; MESS:Invalid subscript reference.; CODE:Insert Into  edok_formadid ( Nimetus, Value) values (laFlds[i],i); PROC:doktyyp_assign; LINE:        36; ALIAS:V_EDOK_CONFIG recno: 1; VERSIA:; KPV:21.11.2024 16:51:19;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:21.11.2024 16:56:30;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 557; VERSIA:; KPV:21.11.2024 16:56:30;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 558; VERSIA:; KPV:21.11.2024 16:56:30;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:21.11.2024 16:56:30;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 561; VERSIA:; KPV:21.11.2024 16:56:30;
ERROR NR.:        31; MESS:Invalid subscript reference.; CODE:Insert Into  edok_formadid ( Nimetus, Value) values (laFlds[i],i); PROC:doktyyp_assign; LINE:        36; ALIAS:V_EDOK_CONFIG recno: 1; VERSIA:; KPV:21.11.2024 17:07:22;
ERROR NR.:        12; MESS:Variable 'TRUE' is not found.; CODE:RETURN true; PROC:getfilefromserver; LINE:        61; ALIAS:V_EDOK_CONFIG recno: 1; VERSIA:; KPV:21.11.2024 17:07:25;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:21.11.2024 17:13:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 557; VERSIA:; KPV:21.11.2024 17:13:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 558; VERSIA:; KPV:21.11.2024 17:13:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:21.11.2024 17:13:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 561; VERSIA:; KPV:21.11.2024 17:13:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:21.11.2024 17:16:24;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 557; VERSIA:; KPV:21.11.2024 17:16:24;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 558; VERSIA:; KPV:21.11.2024 17:16:24;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:21.11.2024 17:16:24;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 561; VERSIA:; KPV:21.11.2024 17:16:24;
ERROR NR.:        11; MESS:Function argument value, type, or count is invalid.; CODE:If file(cFail); PROC:init; LINE:        42; ALIAS:V_FORMAT recno: 1; VERSIA:; KPV:21.11.2024 17:16:42;
ERROR NR.:        11; MESS:Function argument value, type, or count is invalid.; CODE:If !File (This.fail) And !lError; PROC:kaivita; LINE:        98; ALIAS:V_FORMAT recno: 1; VERSIA:; KPV:21.11.2024 17:16:43;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:21.11.2024 17:19:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 557; VERSIA:; KPV:21.11.2024 17:19:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 558; VERSIA:; KPV:21.11.2024 17:19:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:21.11.2024 17:19:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 561; VERSIA:; KPV:21.11.2024 17:19:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:22.11.2024 13:56:36;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 557; VERSIA:; KPV:22.11.2024 13:56:36;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 558; VERSIA:; KPV:22.11.2024 13:56:36;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:22.11.2024 13:56:36;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 561; VERSIA:; KPV:22.11.2024 13:56:36;
ERROR NR.:        31; MESS:Invalid subscript reference.; CODE:Insert Into  edok_formadid ( Nimetus, Value) values (laFlds[i],i); PROC:doktyyp_assign; LINE:        36; ALIAS:V_EDOK_CONFIG recno: 1; VERSIA:; KPV:22.11.2024 13:56:59;
ERROR NR.:        12; MESS:Variable 'TRUE' is not found.; CODE:RETURN true; PROC:getfilefromserver; LINE:        61; ALIAS:V_EDOK_CONFIG recno: 1; VERSIA:; KPV:22.11.2024 13:57:50;
ERROR NR.:        12; MESS:Variable 'TRUE' is not found.; CODE:RETURN true; PROC:getfilefromserver; LINE:        61; ALIAS:V_EDOK_CONFIG recno: 1; VERSIA:; KPV:22.11.2024 13:58:13;
ERROR NR.:        12; MESS:Variable 'TRUE' is not found.; CODE:RETURN true; PROC:getfilefromserver; LINE:        61; ALIAS:V_EDOK_CONFIG recno: 1; VERSIA:; KPV:22.11.2024 14:01:49;
ERROR NR.:        12; MESS:Variable 'TRUE' is not found.; CODE:RETURN true; PROC:getfilefromserver; LINE:        61; ALIAS:V_EDOK_CONFIG recno: 1; VERSIA:; KPV:22.11.2024 15:58:09;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:l_source = 'comTPRemote'; PROC:requery; LINE:         1; ALIAS:COMRAHAARUANNE recno: 1; VERSIA:; KPV:22.11.2024 19:49:12;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:If !Used(l_source); PROC:requery; LINE:         9; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 19:49:12;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:lError = oDb.readFromModel('libs\libraries\tegev', 'selectAsLibs', 'gRekv, guserid', l_source); PROC:requery; LINE:        10; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 19:49:12;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:Append From Dbf(l_source); PROC:requery; LINE:        18; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 19:49:12;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT comRekvAruanne; PROC:requery; LINE:         1; ALIAS:COMTEGEVARUANNE recno: 1; VERSIA:; KPV:22.11.2024 19:49:12;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:l_source = 'comTPRemote'; PROC:requery; LINE:         1; ALIAS:COMRAHAARUANNE recno: 1; VERSIA:; KPV:22.11.2024 20:44:17;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:If !Used(l_source); PROC:requery; LINE:         9; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 20:44:17;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:lError = oDb.readFromModel('libs\libraries\tegev', 'selectAsLibs', 'gRekv, guserid', l_source); PROC:requery; LINE:        10; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 20:44:17;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:Append From Dbf(l_source); PROC:requery; LINE:        18; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 20:44:17;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT comRekvAruanne; PROC:requery; LINE:         1; ALIAS:COMTEGEVARUANNE recno: 1; VERSIA:; KPV:22.11.2024 20:44:17;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:22.11.2024 21:03:19;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 557; VERSIA:; KPV:22.11.2024 21:03:19;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 558; VERSIA:; KPV:22.11.2024 21:03:19;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:22.11.2024 21:03:19;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 561; VERSIA:; KPV:22.11.2024 21:03:19;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:l_source = 'comTPRemote'; PROC:requery; LINE:         1; ALIAS:COMRAHAARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:03:27;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:If !Used(l_source); PROC:requery; LINE:         9; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:03:27;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:lError = oDb.readFromModel('libs\libraries\tegev', 'selectAsLibs', 'gRekv, guserid', l_source); PROC:requery; LINE:        10; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:03:27;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:Append From Dbf(l_source); PROC:requery; LINE:        18; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:03:27;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT comRekvAruanne; PROC:requery; LINE:         1; ALIAS:COMTEGEVARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:03:28;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:22.11.2024 21:09:38;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 557; VERSIA:; KPV:22.11.2024 21:09:39;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 558; VERSIA:; KPV:22.11.2024 21:09:39;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:22.11.2024 21:09:39;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 561; VERSIA:; KPV:22.11.2024 21:09:39;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:l_source = 'comTPRemote'; PROC:requery; LINE:         1; ALIAS:COMRAHAARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:09:55;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:If !Used(l_source); PROC:requery; LINE:         9; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:09:55;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:lError = oDb.readFromModel('libs\libraries\tegev', 'selectAsLibs', 'gRekv, guserid', l_source); PROC:requery; LINE:        10; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:09:55;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:Append From Dbf(l_source); PROC:requery; LINE:        18; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:09:56;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT comRekvAruanne; PROC:requery; LINE:         1; ALIAS:COMTEGEVARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:09:56;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:22.11.2024 21:16:20;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 557; VERSIA:; KPV:22.11.2024 21:16:20;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 558; VERSIA:; KPV:22.11.2024 21:16:20;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:22.11.2024 21:16:20;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 561; VERSIA:; KPV:22.11.2024 21:16:20;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:l_source = 'comTPRemote'; PROC:requery; LINE:         1; ALIAS:COMRAHAARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:16:34;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:If !Used(l_source); PROC:requery; LINE:         9; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:16:34;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:lError = oDb.readFromModel('libs\libraries\tegev', 'selectAsLibs', 'gRekv, guserid', l_source); PROC:requery; LINE:        10; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:16:34;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:Append From Dbf(l_source); PROC:requery; LINE:        18; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:16:34;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT comRekvAruanne; PROC:requery; LINE:         1; ALIAS:COMTEGEVARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:16:34;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:22.11.2024 21:22:27;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 557; VERSIA:; KPV:22.11.2024 21:22:27;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 558; VERSIA:; KPV:22.11.2024 21:22:27;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 560; VERSIA:; KPV:22.11.2024 21:22:27;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 561; VERSIA:; KPV:22.11.2024 21:22:27;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:l_source = 'comTPRemote'; PROC:requery; LINE:         1; ALIAS:COMRAHAARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:28:03;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:If !Used(l_source); PROC:requery; LINE:         9; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:28:03;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:lError = oDb.readFromModel('libs\libraries\tegev', 'selectAsLibs', 'gRekv, guserid', l_source); PROC:requery; LINE:        10; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:28:03;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:Append From Dbf(l_source); PROC:requery; LINE:        18; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:28:03;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT comRekvAruanne; PROC:requery; LINE:         1; ALIAS:COMTEGEVARUANNE recno: 1; VERSIA:; KPV:22.11.2024 21:28:03;
ERROR NR.:        12; MESS:Variable 'TCNAME' is not found.; CODE:LOCATE FOR curPrinter.objekt = alltrim(upper(objekt)) = alltrim(upper(tcname)) AND id = 1; PROC:init; LINE:         7; ALIAS:CURPRINTER recno: 1; VERSIA:; KPV:22.11.2024 21:28:46;
ERROR NR.:        12; MESS:Variable 'TRUE' is not found.; CODE:RETURN true; PROC:getfilefromserver; LINE:        61; ALIAS:V_EDOK_CONFIG recno: 1; VERSIA:; KPV:22.11.2024 21:30:11;
ERROR NR.:        12; MESS:Variable 'TRUE' is not found.; CODE:RETURN true; PROC:getfilefromserver; LINE:        61; ALIAS:V_EDOK_CONFIG recno: 1; VERSIA:; KPV:22.11.2024 21:30:26;
ERROR NR.:        12; MESS:Variable 'TRUE' is not found.; CODE:RETURN true; PROC:getfilefromserver; LINE:        61; ALIAS:V_EDOK_CONFIG recno: 1; VERSIA:; KPV:22.11.2024 21:30:42;
ERROR NR.:        12; MESS:Variable 'TCNAME' is not found.; CODE:LOCATE FOR curPrinter.objekt = alltrim(upper(objekt)) = alltrim(upper(tcname)) AND id = 1; PROC:init; LINE:         7; ALIAS:CURPRINTER recno: 1; VERSIA:; KPV:22.11.2024 21:32:06;
ERROR NR.:      1581; MESS:Field PARAMETER does not accept null values.; CODE:Append From Dbf('query1'); PROC:requery; LINE:        24; ALIAS:CUR_PRINTER recno: 1; VERSIA:; KPV:22.11.2024 21:32:06;
ERROR NR.:       107; MESS:Operator/operand type mismatch.; CODE:l_report = get_custom_report(Rtrim(Ltrim(cur_Printer.reportfail)))  + '.frx'; PROC:aruanneid_assign; LINE:        11; ALIAS:CUR_PRINTER recno: 1; VERSIA:; KPV:22.11.2024 21:32:10;
ERROR NR.:        12; MESS:Variable 'L_REPORT' is not found.; CODE:IF FILE(l_report); PROC:aruanneid_assign; LINE:        12; ALIAS:CUR_PRINTER recno: 1; VERSIA:; KPV:22.11.2024 21:32:10;
ERROR NR.:        12; MESS:Variable 'L_REPORT' is not found.; CODE:.reportfail = l_report; PROC:aruanneid_assign; LINE:        13; ALIAS:CUR_PRINTER recno: 1; VERSIA:; KPV:22.11.2024 21:32:10;
ERROR NR.:      1581; MESS:Field PARAMETER does not accept null values.; CODE:Append From Dbf('query1'); PROC:requery; LINE:        24; ALIAS:CUR_PRINTER recno: 1; VERSIA:; KPV:22.11.2024 21:32:23;
ERROR NR.:       107; MESS:Operator/operand type mismatch.; CODE:l_report = get_custom_report(Rtrim(Ltrim(cur_Printer.reportfail)))  + '.frx'; PROC:aruanneid_assign; LINE:        11; ALIAS:CUR_PRINTER recno: 1; VERSIA:; KPV:22.11.2024 21:32:27;
ERROR NR.:        12; MESS:Variable 'L_REPORT' is not found.; CODE:IF FILE(l_report); PROC:aruanneid_assign; LINE:        12; ALIAS:CUR_PRINTER recno: 1; VERSIA:; KPV:22.11.2024 21:32:27;
ERROR NR.:        12; MESS:Variable 'L_REPORT' is not found.; CODE:.reportfail = l_report; PROC:aruanneid_assign; LINE:        13; ALIAS:CUR_PRINTER recno: 1; VERSIA:; KPV:22.11.2024 21:32:27;
ERROR NR.:      1951; MESS:Cannot clear the object GCKEYbecause it is in use.; CODE:CLEAR ...; PROC:main; LINE:       143; ALIAS: recno: 0; VERSIA:; KPV:22.11.2024 21:33:03;
ERROR NR.:        13; MESS:Alias 'GCKEY' is not found.; CODE:Alias 'V_FORMAT' is not found.; PROC:etsd.comformaatid.ControlSource; LINE:         0; ALIAS:VIGAD recno: 1; VERSIA:; KPV:22.11.2024 21:33:04;
ERROR NR.:      1951; MESS:Cannot clear the object GCKEYbecause it is in use.; CODE:Alias 'V_FORMAT' is not found.; PROC:resize; LINE:         1; ALIAS:VIGAD recno: 1; VERSIA:; KPV:22.11.2024 21:33:08;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:22.11.2024 21:36:35;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 557; VERSIA:; KPV:22.11.2024 21:36:35;
